No,date,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,season
22297,2015-09-16,0,118.0,139.0,2.0,21.857142857142858,1400.0,2.0,16.3,1014.6,14.5,0.0,NE,0.0,Wanshouxigong,Autumn
22298,2015-09-16,1,114.0,121.0,2.0,23.142857142857146,1300.0,4.0,15.9,1014.6,14.3,0.0,E,0.7,Wanshouxigong,Autumn
22299,2015-09-16,2,111.0,111.0,2.0,24.42857142857143,1200.0,3.0,15.7,1014.5,14.4,0.0,NNE,1.0,Wanshouxigong,Autumn
22300,2015-09-16,3,119.0,121.0,2.0,25.714285714285715,1500.0,2.0,15.8,1014.3,14.5,0.0,E,1.0,Wanshouxigong,Autumn
22301,2015-09-16,4,129.0,142.0,2.0,27.0,1700.0,2.0,15.0,1014.4,14.2,0.0,ENE,0.5,Wanshouxigong,Autumn
22302,2015-09-16,5,155.0,157.0,2.0,28.28571428571429,1800.0,2.0,14.7,1014.4,14.2,0.0,ENE,0.5,Wanshouxigong,Autumn
22303,2015-09-16,6,160.0,160.0,2.0,29.571428571428573,1600.0,2.0,14.2,1014.7,13.6,0.0,ENE,0.3,Wanshouxigong,Autumn
22304,2015-09-16,7,158.0,158.0,2.0,30.857142857142858,1400.0,28.0,15.1,1015.0,14.6,0.0,ENE,0.9,Wanshouxigong,Autumn
22305,2015-09-16,8,154.0,154.0,2.0,32.142857142857146,1600.0,28.0,17.3,1015.2,14.6,0.0,NE,1.2,Wanshouxigong,Autumn
22306,2015-09-16,9,150.0,150.0,4.0,33.42857142857143,1500.0,33.0,18.9,1015.4,15.0,0.0,ENE,1.7,Wanshouxigong,Autumn
22307,2015-09-16,10,157.0,157.0,7.0,34.714285714285715,1550.0,59.0,21.0,1015.3,15.3,0.0,ENE,1.2,Wanshouxigong,Autumn
22308,2015-09-16,11,167.0,168.0,10.0,36.0,1600.0,85.0,22.9,1015.3,15.5,0.0,NNE,0.6,Wanshouxigong,Autumn
22309,2015-09-16,12,144.5,145.0,12.0,34.5,1400.0,117.66666666666666,24.6,1014.6,14.7,0.0,SSW,1.2,Wanshouxigong,Autumn
22310,2015-09-16,13,122.0,122.0,14.0,33.0,1200.0,150.33333333333331,25.3,1014.1,14.4,0.0,SW,2.1,Wanshouxigong,Autumn
22311,2015-09-16,14,104.0,110.0,16.0,31.5,1000.0,183.0,26.2,1013.4,13.0,0.0,SSW,2.1,Wanshouxigong,Autumn
22314,2015-09-16,17,96.0,126.0,16.0,31.0,1000.0,194.0,25.6,1012.1,13.4,0.0,SW,2.0,Wanshouxigong,Autumn
22315,2015-09-16,18,98.0,136.0,13.0,37.0,1100.0,167.0,24.5,1012.2,13.7,0.0,SW,1.7,Wanshouxigong,Autumn
22316,2015-09-16,19,104.0,129.0,12.0,50.0,1200.0,134.0,23.9,1012.7,14.0,0.0,SSW,1.6,Wanshouxigong,Autumn
22317,2015-09-16,20,114.0,152.0,9.0,60.0,1300.0,109.0,22.5,1013.3,14.3,0.0,SSE,0.9,Wanshouxigong,Autumn
22318,2015-09-16,21,141.0,170.0,8.0,74.0,1400.0,85.0,20.1,1013.4,15.7,0.0,SE,0.8,Wanshouxigong,Autumn
22319,2015-09-16,22,143.0,166.0,4.0,83.0,1400.0,58.0,18.7,1013.6,15.9,0.0,ESE,0.8,Wanshouxigong,Autumn
22320,2015-09-16,23,149.0,160.0,2.0,88.0,1500.0,35.0,17.9,1013.6,15.9,0.0,ESE,0.8,Wanshouxigong,Autumn
22321,2015-09-17,0,153.0,155.0,2.0,99.0,1500.0,21.0,17.8,1013.6,15.8,0.0,NE,0.4,Wanshouxigong,Autumn
22322,2015-09-17,1,154.0,160.0,2.0,116.0,1400.0,7.0,17.8,1013.7,15.8,0.0,ENE,0.5,Wanshouxigong,Autumn
22323,2015-09-17,2,163.0,165.0,3.0,89.0,1300.0,20.0,18.1,1013.5,15.9,0.0,NE,1.5,Wanshouxigong,Autumn
22324,2015-09-17,3,167.0,167.0,2.0,88.0,1200.0,12.0,17.5,1013.4,15.8,0.0,NE,1.3,Wanshouxigong,Autumn
22325,2015-09-17,4,168.0,168.0,2.0,80.0,1300.0,7.0,17.2,1013.6,15.4,0.0,E,1.0,Wanshouxigong,Autumn
22326,2015-09-17,5,163.0,167.0,2.0,111.0,1600.0,2.0,16.4,1013.6,15.4,0.0,ENE,0.7,Wanshouxigong,Autumn
22327,2015-09-17,6,170.0,170.0,2.0,110.0,1500.0,2.0,16.3,1013.7,15.5,0.0,ENE,1.0,Wanshouxigong,Autumn
22328,2015-09-17,7,174.0,174.0,2.0,95.0,1400.0,3.0,16.6,1014.2,15.5,0.0,ENE,1.0,Wanshouxigong,Autumn
22329,2015-09-17,8,180.0,180.0,3.0,74.0,1400.0,32.0,18.3,1014.4,15.5,0.0,ENE,1.4,Wanshouxigong,Autumn
22330,2015-09-17,9,168.0,168.0,6.0,61.0,1300.0,63.0,20.0,1014.3,15.4,0.0,ENE,1.3,Wanshouxigong,Autumn
22331,2015-09-17,10,188.0,197.0,7.0,77.0,1500.0,51.0,21.3,1014.5,15.6,0.0,NE,1.4,Wanshouxigong,Autumn
22332,2015-09-17,11,197.0,197.0,10.0,73.0,1500.0,88.0,23.3,1014.2,16.6,0.0,SSE,1.0,Wanshouxigong,Autumn
22333,2015-09-17,12,179.0,180.0,15.0,63.0,1400.0,130.0,24.5,1013.4,16.5,0.0,E,0.8,Wanshouxigong,Autumn
22334,2015-09-17,13,166.0,184.0,20.0,68.0,1400.0,145.0,25.8,1012.5,16.6,0.0,SSW,1.7,Wanshouxigong,Autumn
22335,2015-09-17,14,110.0,110.0,20.0,26.0,1100.0,184.0,27.0,1011.6,16.3,0.0,SW,1.9,Wanshouxigong,Autumn
22336,2015-09-17,15,110.0,119.0,19.0,22.0,1200.0,190.0,27.1,1011.2,16.1,0.0,WSW,3.1,Wanshouxigong,Autumn
22337,2015-09-17,16,104.0,119.0,19.0,22.0,1200.0,192.0,26.8,1010.8,16.1,0.0,WSW,2.4,Wanshouxigong,Autumn
22338,2015-09-17,17,106.0,123.0,16.0,26.0,1200.0,188.0,26.9,1010.9,16.5,0.0,SSW,1.6,Wanshouxigong,Autumn
22339,2015-09-17,18,121.0,141.0,16.0,33.0,1200.0,176.0,26.0,1011.3,16.3,0.0,SSW,1.8,Wanshouxigong,Autumn
22340,2015-09-17,19,136.0,160.0,14.0,45.0,1300.0,144.0,25.0,1011.6,16.2,0.0,SSW,1.0,Wanshouxigong,Autumn
22341,2015-09-17,20,144.0,176.0,10.0,58.0,1400.0,99.0,22.3,1012.2,17.2,0.0,SSW,0.8,Wanshouxigong,Autumn
22342,2015-09-17,21,170.0,203.0,5.0,79.0,1600.0,57.0,20.6,1012.4,17.6,0.0,SE,1.0,Wanshouxigong,Autumn
22343,2015-09-17,22,178.0,184.0,4.0,96.0,2000.0,36.0,21.0,1012.2,17.8,0.0,ESE,0.9,Wanshouxigong,Autumn
22345,2015-09-18,0,174.0,174.0,4.0,123.0,2000.0,9.0,21.0,1012.3,18.0,0.0,ENE,1.0,Wanshouxigong,Autumn
22346,2015-09-18,1,213.0,246.0,2.0,89.0,1800.0,20.0,20.8,1011.9,18.6,0.0,ENE,1.1,Wanshouxigong,Autumn
22349,2015-09-18,4,226.0,226.0,2.0,54.0,1500.0,38.0,20.1,1012.4,18.4,0.0,E,1.4,Wanshouxigong,Autumn
22350,2015-09-18,5,190.0,190.0,2.0,57.0,1300.0,43.0,20.2,1012.6,18.3,0.0,NE,1.0,Wanshouxigong,Autumn
22351,2015-09-18,6,91.0,91.0,2.0,28.0,1000.0,81.0,20.2,1012.9,18.0,0.0,NE,1.3,Wanshouxigong,Autumn
22352,2015-09-18,7,56.0,56.0,2.0,27.0,900.0,63.0,20.0,1013.2,18.1,0.0,NE,0.7,Wanshouxigong,Autumn
22353,2015-09-18,8,66.0,66.0,2.0,43.0,1100.0,54.0,20.8,1013.6,16.8,0.0,N,1.8,Wanshouxigong,Autumn
22354,2015-09-18,9,131.0,131.0,2.0,55.0,1200.0,67.0,21.9,1013.8,17.1,0.0,NNE,1.6,Wanshouxigong,Autumn
22355,2015-09-18,10,78.0,78.0,4.0,46.0,1100.0,81.0,24.1,1013.9,16.6,0.0,NNE,1.6,Wanshouxigong,Autumn
22356,2015-09-18,11,79.0,79.0,6.0,39.0,1100.0,90.0,25.8,1013.5,16.1,0.0,NNW,2.0,Wanshouxigong,Autumn
22357,2015-09-18,12,43.0,43.0,5.0,26.0,800.0,97.0,27.2,1012.8,15.6,0.0,NNE,2.1,Wanshouxigong,Autumn
22358,2015-09-18,13,24.0,24.0,3.0,18.0,600.0,108.0,28.4,1012.1,13.9,0.0,ENE,2.0,Wanshouxigong,Autumn
22359,2015-09-18,14,21.0,21.0,2.0,15.0,500.0,116.0,29.0,1011.7,12.4,0.0,NNW,2.7,Wanshouxigong,Autumn
22360,2015-09-18,15,14.0,14.0,2.0,12.0,400.0,116.0,29.4,1011.0,11.4,0.0,NW,1.8,Wanshouxigong,Autumn
22361,2015-09-18,16,11.0,11.0,2.0,12.0,400.0,119.0,29.2,1010.6,10.3,0.0,E,1.3,Wanshouxigong,Autumn
22362,2015-09-18,17,18.0,18.0,2.0,16.0,400.0,112.0,28.3,1010.8,13.4,0.0,ENE,2.0,Wanshouxigong,Autumn
22363,2015-09-18,18,16.0,32.0,2.0,23.0,500.0,102.0,26.4,1011.1,14.2,0.0,ENE,1.4,Wanshouxigong,Autumn
22364,2015-09-18,19,30.0,116.0,2.0,58.0,800.0,71.0,22.9,1011.2,15.7,0.0,SW,0.0,Wanshouxigong,Autumn
22365,2015-09-18,20,72.0,112.0,2.0,83.0,1200.0,30.0,21.7,1011.9,15.5,0.0,WSW,1.2,Wanshouxigong,Autumn
22366,2015-09-18,21,60.0,84.0,2.0,104.0,1200.0,9.0,20.5,1012.5,15.9,0.0,SW,0.1,Wanshouxigong,Autumn
22367,2015-09-18,22,47.0,61.0,2.0,116.0,1200.0,2.0,20.1,1013.1,15.9,0.0,ENE,1.3,Wanshouxigong,Autumn
22368,2015-09-18,23,48.0,52.0,2.0,107.0,1100.0,4.0,19.1,1013.4,16.0,0.0,S,0.4,Wanshouxigong,Autumn
22369,2015-09-19,0,33.0,34.0,2.0,91.0,800.0,4.0,17.8,1013.6,15.2,0.0,WNW,1.0,Wanshouxigong,Autumn
22370,2015-09-19,1,19.0,49.0,2.0,89.0,800.0,2.0,18.4,1014.1,13.0,0.0,ESE,2.1,Wanshouxigong,Autumn
22371,2015-09-19,2,18.0,26.0,2.0,83.0,700.0,2.0,16.7,1014.0,13.6,0.0,NW,0.6,Wanshouxigong,Autumn
22372,2015-09-19,3,25.0,39.0,2.0,77.0,600.0,2.0,15.5,1013.9,13.5,0.0,SSW,0.8,Wanshouxigong,Autumn
22373,2015-09-19,4,16.0,17.0,2.0,66.0,500.0,3.0,14.8,1014.1,13.2,0.0,ESE,0.4,Wanshouxigong,Autumn
22374,2015-09-19,5,10.0,10.0,2.0,53.0,500.0,7.0,18.0,1014.3,9.9,0.0,NNE,1.5,Wanshouxigong,Autumn
22375,2015-09-19,6,11.0,22.0,2.0,54.0,500.0,10.0,17.0,1014.6,10.1,0.0,ENE,1.2,Wanshouxigong,Autumn
22376,2015-09-19,7,10.0,18.0,2.0,53.0,500.0,8.0,17.7,1015.0,10.6,0.0,ENE,1.2,Wanshouxigong,Autumn
22377,2015-09-19,8,12.0,12.0,2.0,49.0,500.0,17.0,20.0,1015.1,9.0,0.0,NNE,2.2,Wanshouxigong,Autumn
22378,2015-09-19,9,11.0,25.0,2.0,38.0,400.0,34.0,21.7,1015.4,9.9,0.0,NNE,1.8,Wanshouxigong,Autumn
22379,2015-09-19,10,11.0,29.0,2.0,36.0,400.0,44.0,23.5,1015.2,9.5,0.0,NE,2.3,Wanshouxigong,Autumn
22380,2015-09-19,11,9.0,27.0,2.0,32.0,400.0,60.0,25.4,1014.7,10.0,0.0,ENE,1.9,Wanshouxigong,Autumn
22381,2015-09-19,12,14.0,36.0,2.0,35.0,500.0,71.0,26.7,1013.8,9.1,0.0,SSW,1.2,Wanshouxigong,Autumn
22382,2015-09-19,13,19.0,20.0,3.0,30.0,500.0,94.0,27.3,1012.7,7.7,0.0,WSW,1.3,Wanshouxigong,Autumn
22383,2015-09-19,14,13.0,23.0,3.0,28.0,500.0,110.0,28.1,1011.6,7.9,0.0,WSW,1.5,Wanshouxigong,Autumn
22384,2015-09-19,15,20.0,36.0,3.0,25.0,400.0,126.0,28.0,1010.9,7.3,0.0,ESE,1.9,Wanshouxigong,Autumn
22385,2015-09-19,16,11.0,35.0,3.0,24.0,400.0,147.0,28.3,1010.3,8.0,0.0,SE,1.4,Wanshouxigong,Autumn
22386,2015-09-19,17,22.0,45.0,4.0,22.0,400.0,155.0,27.6,1010.1,8.5,0.0,S,1.7,Wanshouxigong,Autumn
22387,2015-09-19,18,31.142857142857142,59.0,4.571428571428571,33.85714285714286,542.8571428571429,136.57142857142858,26.3,1010.1,8.7,0.0,SE,2.0,Wanshouxigong,Autumn
22388,2015-09-19,19,40.285714285714285,73.0,5.142857142857142,45.714285714285715,685.7142857142858,118.14285714285714,23.6,1010.3,11.0,0.0,SSE,0.7,Wanshouxigong,Autumn
22389,2015-09-19,20,49.42857142857143,87.0,5.714285714285714,57.57142857142857,828.5714285714286,99.71428571428572,22.7,1010.8,10.5,0.0,S,1.0,Wanshouxigong,Autumn
22390,2015-09-19,21,58.57142857142857,101.0,6.285714285714286,69.42857142857143,971.4285714285714,81.28571428571429,21.5,1011.1,10.3,0.0,SSW,1.3,Wanshouxigong,Autumn
22391,2015-09-19,22,67.71428571428571,115.0,6.857142857142857,81.28571428571429,1114.2857142857142,62.85714285714286,22.3,1011.0,10.1,0.0,SSW,1.1,Wanshouxigong,Autumn
22392,2015-09-19,23,76.85714285714286,129.0,7.428571428571429,93.14285714285714,1257.142857142857,44.428571428571445,22.7,1011.0,14.8,0.0,SSW,2.7,Wanshouxigong,Autumn
22393,2015-09-20,0,86.0,143.0,8.0,105.0,1400.0,26.0,22.0,1011.1,15.8,0.0,SSW,2.3,Wanshouxigong,Autumn
22394,2015-09-20,1,92.0,127.0,6.0,75.0,1400.0,41.0,21.6,1011.1,16.5,0.0,SSW,2.8,Wanshouxigong,Autumn
22395,2015-09-20,2,109.0,152.0,6.0,53.0,1500.0,54.0,19.5,1011.0,16.7,0.0,NE,0.6,Wanshouxigong,Autumn
22396,2015-09-20,3,121.0,124.0,4.0,46.0,1400.0,53.0,18.5,1010.7,16.7,0.0,E,0.9,Wanshouxigong,Autumn
22397,2015-09-20,4,127.0,127.0,3.0,46.0,1400.0,40.0,18.3,1010.4,16.6,0.0,ESE,1.3,Wanshouxigong,Autumn
22398,2015-09-20,5,134.0,134.0,4.0,40.0,1400.0,40.0,18.7,1010.6,16.8,0.0,E,1.2,Wanshouxigong,Autumn
22399,2015-09-20,6,147.0,147.0,5.0,35.0,1400.0,47.0,18.2,1010.8,15.8,0.0,NE,1.0,Wanshouxigong,Autumn
22400,2015-09-20,7,97.0,97.0,5.0,63.0,1200.0,14.0,18.1,1010.8,15.5,0.0,ENE,1.2,Wanshouxigong,Autumn
22401,2015-09-20,8,59.0,89.0,5.0,77.0,1600.0,3.0,18.8,1010.8,15.3,0.0,NNE,1.4,Wanshouxigong,Autumn
22402,2015-09-20,9,80.0,141.0,6.0,81.0,1300.0,9.0,20.1,1010.9,15.9,0.0,NNE,1.3,Wanshouxigong,Autumn
22403,2015-09-20,10,118.0,190.0,7.0,87.0,2000.0,21.0,21.4,1010.8,17.4,0.0,NNE,0.9,Wanshouxigong,Autumn
22404,2015-09-20,11,178.0,202.0,10.0,63.0,1500.0,56.0,23.3,1010.1,18.2,0.0,SSE,2.1,Wanshouxigong,Autumn
22405,2015-09-20,12,167.0,167.0,17.0,49.0,1400.0,100.0,24.9,1009.3,17.6,0.0,SW,2.0,Wanshouxigong,Autumn
22406,2015-09-20,13,135.0,135.0,22.0,25.0,1200.0,143.0,25.9,1008.3,16.2,0.0,SW,3.6,Wanshouxigong,Autumn
22407,2015-09-20,14,119.0,119.0,22.0,24.0,1100.0,162.0,27.0,1007.5,15.7,0.0,SW,3.0,Wanshouxigong,Autumn
22408,2015-09-20,15,106.0,106.0,18.0,22.0,1100.0,175.0,26.9,1006.8,15.3,0.0,SW,2.9,Wanshouxigong,Autumn
22409,2015-09-20,16,97.0,97.0,20.0,22.0,1100.0,179.0,26.8,1006.3,15.2,0.0,S,2.5,Wanshouxigong,Autumn
22410,2015-09-20,17,89.0,89.0,20.0,23.0,1100.0,179.0,26.4,1006.1,14.5,0.0,S,2.4,Wanshouxigong,Autumn
22411,2015-09-20,18,72.0,72.0,19.0,28.0,1000.0,165.0,25.6,1006.4,13.8,0.0,S,1.6,Wanshouxigong,Autumn
22412,2015-09-20,19,57.0,73.0,14.0,40.0,900.0,128.0,24.8,1006.5,13.7,0.0,SSW,1.9,Wanshouxigong,Autumn
22413,2015-09-20,20,58.0,71.0,9.0,54.0,800.0,94.0,24.7,1006.8,12.6,0.0,SSW,2.8,Wanshouxigong,Autumn
22414,2015-09-20,21,55.0,82.0,7.0,56.0,800.0,82.0,24.6,1007.5,12.2,0.0,SW,2.3,Wanshouxigong,Autumn
22415,2015-09-20,22,56.0,83.0,7.0,46.0,700.0,87.0,23.4,1007.8,12.7,0.0,SSW,1.1,Wanshouxigong,Autumn
22416,2015-09-20,23,62.0,98.0,6.0,56.0,800.0,61.0,22.7,1008.0,12.9,0.0,SSE,1.2,Wanshouxigong,Autumn
22417,2015-09-21,0,70.0,103.0,5.0,59.0,800.0,48.0,19.7,1007.9,14.3,0.0,SE,0.9,Wanshouxigong,Autumn
22418,2015-09-21,1,77.0,92.0,5.0,65.0,900.0,36.0,20.6,1008.0,14.0,0.0,SE,1.7,Wanshouxigong,Autumn
22419,2015-09-21,2,75.0,93.0,6.0,84.0,900.0,17.0,20.1,1007.8,14.0,0.0,SE,1.3,Wanshouxigong,Autumn
22420,2015-09-21,3,73.0,89.0,5.0,80.0,900.0,11.0,20.1,1007.6,13.3,0.0,S,1.5,Wanshouxigong,Autumn
22421,2015-09-21,4,71.0,85.0,6.0,78.0,900.0,9.0,17.2,1007.9,14.1,0.0,E,0.9,Wanshouxigong,Autumn
22422,2015-09-21,5,74.0,79.0,7.0,71.0,900.0,9.0,16.4,1008.1,14.1,0.0,E,0.7,Wanshouxigong,Autumn
22423,2015-09-21,6,81.0,91.0,7.0,64.0,900.0,12.0,15.8,1008.1,14.0,0.0,ENE,1.1,Wanshouxigong,Autumn
22424,2015-09-21,7,81.0,101.0,5.0,72.0,1100.0,2.0,16.5,1008.3,14.5,0.0,E,1.1,Wanshouxigong,Autumn
22425,2015-09-21,8,84.0,108.0,8.0,78.0,1300.0,6.0,19.6,1008.5,14.2,0.0,ESE,0.7,Wanshouxigong,Autumn
22426,2015-09-21,9,104.0,149.0,11.0,96.0,1400.0,13.0,21.4,1008.6,14.5,0.0,SSE,0.5,Wanshouxigong,Autumn
22427,2015-09-21,10,118.0,155.0,16.0,107.0,1500.0,23.0,22.9,1008.4,15.0,0.0,ESE,1.1,Wanshouxigong,Autumn
22428,2015-09-21,11,115.0,132.0,24.0,93.0,1400.0,54.0,24.3,1008.1,13.8,0.0,ENE,1.6,Wanshouxigong,Autumn
22429,2015-09-21,12,101.0,115.0,37.0,64.0,1200.0,114.0,26.0,1007.4,12.4,0.0,SW,1.8,Wanshouxigong,Autumn
22431,2015-09-21,14,90.0,118.0,37.0,29.0,1100.0,194.0,27.5,1006.3,12.7,0.0,SSW,3.2,Wanshouxigong,Autumn
22435,2015-09-21,18,91.0,136.0,21.0,37.0,1200.0,185.0,26.1,1005.6,12.5,0.0,S,1.8,Wanshouxigong,Autumn
22436,2015-09-21,19,97.0,152.0,17.0,53.0,1500.0,154.0,23.1,1005.9,14.1,0.0,ESE,1.3,Wanshouxigong,Autumn
22437,2015-09-21,20,113.0,162.0,13.0,53.0,1600.0,135.0,22.9,1006.3,14.5,0.0,E,1.1,Wanshouxigong,Autumn
22438,2015-09-21,21,126.0,166.0,10.0,95.0,1900.0,68.0,22.1,1007.0,14.2,0.0,SE,1.1,Wanshouxigong,Autumn
22439,2015-09-21,22,114.0,157.0,18.0,92.0,1800.0,72.0,22.4,1007.6,14.5,0.0,SE,1.0,Wanshouxigong,Autumn
22440,2015-09-21,23,124.0,187.0,21.0,69.0,1900.0,75.0,20.5,1007.7,15.5,0.0,ENE,1.6,Wanshouxigong,Autumn
22442,2015-09-22,1,149.0,151.0,13.0,83.0,2400.0,39.0,19.9,1006.8,15.3,0.0,ESE,1.0,Wanshouxigong,Autumn
22443,2015-09-22,2,141.0,141.0,13.0,64.0,2000.0,51.0,19.3,1006.7,15.6,0.0,E,1.7,Wanshouxigong,Autumn
22444,2015-09-22,3,151.0,154.0,13.0,64.0,1800.0,50.0,19.6,1006.6,15.9,0.0,ESE,1.7,Wanshouxigong,Autumn
22445,2015-09-22,4,164.0,164.0,13.0,61.0,1800.0,49.0,19.2,1006.4,16.4,0.0,ENE,1.7,Wanshouxigong,Autumn
22446,2015-09-22,5,168.0,168.0,11.0,89.0,2000.0,18.0,18.7,1006.3,16.7,0.0,SE,1.0,Wanshouxigong,Autumn
22447,2015-09-22,6,172.0,172.0,8.0,93.0,2000.0,7.0,18.4,1006.6,16.7,0.0,E,0.7,Wanshouxigong,Autumn
22448,2015-09-22,7,189.0,189.0,9.0,80.0,1900.0,15.0,18.7,1006.5,16.8,0.0,ENE,1.8,Wanshouxigong,Autumn
22449,2015-09-22,8,205.0,205.0,12.0,90.0,2000.0,9.0,19.5,1006.2,16.7,0.0,E,1.4,Wanshouxigong,Autumn
22450,2015-09-22,9,214.0,214.0,16.0,86.0,1900.0,23.0,20.4,1006.0,16.8,0.0,ESE,2.0,Wanshouxigong,Autumn
22451,2015-09-22,10,216.0,219.0,18.0,84.0,1800.0,35.0,21.6,1006.0,17.0,0.0,SE,1.6,Wanshouxigong,Autumn
22452,2015-09-22,11,200.0,202.0,15.0,70.0,1600.0,52.0,22.6,1005.4,16.6,0.0,SE,2.3,Wanshouxigong,Autumn
22453,2015-09-22,12,177.0,178.0,17.0,47.0,1400.0,83.0,23.4,1005.0,16.9,0.0,SSE,2.4,Wanshouxigong,Autumn
22454,2015-09-22,13,164.0,164.0,22.0,41.0,1400.0,107.0,24.9,1004.2,16.6,0.0,SW,3.4,Wanshouxigong,Autumn
22455,2015-09-22,14,162.0,162.0,25.0,36.0,1500.0,131.0,25.2,1004.0,16.6,0.0,SSW,3.4,Wanshouxigong,Autumn
22456,2015-09-22,15,163.0,175.0,28.0,35.0,1700.0,136.0,25.3,1003.7,16.4,0.0,SW,3.8,Wanshouxigong,Autumn
22457,2015-09-22,16,177.0,183.0,29.0,41.0,1800.0,137.0,25.2,1003.7,16.6,0.0,WSW,2.5,Wanshouxigong,Autumn
22460,2015-09-22,19,77.0,77.0,2.0,54.0,1300.0,52.0,19.8,1004.6,15.6,0.0,NNE,1.6,Wanshouxigong,Autumn
22461,2015-09-22,20,60.0,60.0,2.0,59.0,1100.0,37.0,19.2,1005.5,16.4,0.0,NNE,1.5,Wanshouxigong,Autumn
22462,2015-09-22,21,26.0,26.0,2.0,51.0,800.0,39.0,18.9,1005.9,16.5,0.0,NNE,1.9,Wanshouxigong,Autumn
22463,2015-09-22,22,35.0,35.0,2.0,44.0,900.0,45.0,18.0,1006.1,16.2,0.0,NE,1.1,Wanshouxigong,Autumn
22464,2015-09-22,23,43.0,43.0,2.0,44.0,1000.0,42.0,17.3,1006.2,15.8,0.0,NE,0.8,Wanshouxigong,Autumn
22465,2015-09-23,0,43.0,43.0,2.0,47.0,1000.0,37.0,16.7,1006.0,15.4,0.0,ENE,1.0,Wanshouxigong,Autumn
22466,2015-09-23,1,34.0,34.0,2.0,46.0,900.0,35.0,16.4,1005.8,15.4,0.0,NE,1.3,Wanshouxigong,Autumn
22467,2015-09-23,2,28.0,28.0,2.0,40.0,800.0,35.0,16.7,1005.6,15.7,0.0,N,1.4,Wanshouxigong,Autumn
22468,2015-09-23,3,30.0,30.0,2.0,55.0,900.0,20.0,16.2,1005.8,14.6,0.0,NNE,1.4,Wanshouxigong,Autumn
22469,2015-09-23,4,31.0,31.0,2.0,63.0,800.0,2.0,15.8,1006.0,14.0,0.0,ENE,1.4,Wanshouxigong,Autumn
22470,2015-09-23,5,28.0,28.0,2.0,41.0,700.0,18.0,15.5,1005.9,13.5,0.0,NE,1.1,Wanshouxigong,Autumn
22471,2015-09-23,6,20.0,20.0,2.0,37.0,700.0,26.0,15.6,1006.1,13.3,0.0,N,1.9,Wanshouxigong,Autumn
22472,2015-09-23,7,16.0,16.0,2.0,36.0,600.0,30.0,16.0,1006.2,13.7,0.0,N,1.3,Wanshouxigong,Autumn
22473,2015-09-23,8,18.0,18.0,2.0,40.0,700.0,27.0,17.6,1006.3,13.9,0.0,NE,2.0,Wanshouxigong,Autumn
22474,2015-09-23,9,16.0,24.0,2.0,32.0,700.0,37.0,19.2,1006.8,14.0,0.0,N,2.1,Wanshouxigong,Autumn
22475,2015-09-23,10,21.0,28.0,2.0,31.0,700.0,44.0,20.5,1007.0,14.4,0.0,N,1.6,Wanshouxigong,Autumn
22476,2015-09-23,11,20.0,20.0,2.0,27.0,700.0,61.0,22.3,1006.3,14.7,0.0,NNW,1.2,Wanshouxigong,Autumn
22477,2015-09-23,12,28.0,37.0,2.0,36.0,800.0,68.0,24.1,1005.6,14.8,0.0,SSE,1.1,Wanshouxigong,Autumn
22478,2015-09-23,13,35.0,35.0,2.0,39.0,800.0,83.0,25.1,1004.9,14.5,0.0,WNW,1.0,Wanshouxigong,Autumn
22479,2015-09-23,14,35.0,39.0,2.0,42.0,800.0,95.0,26.3,1004.0,14.1,0.0,ESE,2.0,Wanshouxigong,Autumn
22480,2015-09-23,15,29.0,29.0,2.0,39.0,700.0,101.0,26.6,1003.8,12.6,0.0,S,3.0,Wanshouxigong,Autumn
22481,2015-09-23,16,25.0,73.0,2.0,31.0,600.0,130.0,26.2,1003.6,13.0,0.0,S,1.9,Wanshouxigong,Autumn
22482,2015-09-23,17,30.0,67.0,2.0,38.0,900.0,120.0,25.4,1003.7,13.6,0.0,S,2.1,Wanshouxigong,Autumn
22483,2015-09-23,18,33.0,55.0,2.0,39.0,700.0,107.0,24.5,1003.7,14.6,0.0,S,2.0,Wanshouxigong,Autumn
22484,2015-09-23,19,36.0,75.0,2.0,59.0,800.0,72.0,23.8,1004.0,15.3,0.0,S,1.6,Wanshouxigong,Autumn
22485,2015-09-23,20,51.0,87.0,2.0,69.0,900.0,60.0,22.1,1004.8,15.4,0.0,S,0.7,Wanshouxigong,Autumn
22486,2015-09-23,21,64.0,96.0,2.0,62.0,900.0,54.0,20.3,1005.2,16.3,0.0,E,1.5,Wanshouxigong,Autumn
22487,2015-09-23,22,69.0,91.0,2.0,82.0,1000.0,31.0,20.5,1005.4,16.5,0.0,SE,1.0,Wanshouxigong,Autumn
22488,2015-09-23,23,68.0,89.0,2.0,82.0,1000.0,26.0,19.9,1005.6,16.5,0.0,ESE,1.1,Wanshouxigong,Autumn
22489,2015-09-24,0,69.0,82.0,2.0,98.0,1100.0,7.0,19.3,1005.8,16.3,0.0,E,0.7,Wanshouxigong,Autumn
22490,2015-09-24,1,76.0,95.0,2.0,105.0,1300.0,2.0,19.1,1005.8,16.5,0.0,NE,1.2,Wanshouxigong,Autumn
22491,2015-09-24,2,82.0,96.0,2.0,99.0,1300.0,2.0,18.6,1005.6,16.4,0.0,NE,0.8,Wanshouxigong,Autumn
